file_name,class_name,method_name,comments,attributes
"['expandedproductparsedresult', 'expanded', 'product', 'parsed', 'result']","['expandedproductparsedresult', 'expanded', 'product', 'parsed', 'result']","['expandedproductparsedresult', 'equals', 'hashcode', 'getproductid', 'getsscc', 'getlotnumber', 'getproductiondate', 'getpackagingdate', 'getbestbeforedate', 'getexpirationdate', 'getweight', 'getweighttype', 'getweightincrement', 'getprice', 'getpriceincrement', 'getpricecurrency', 'getuncommonais', 'getdisplayresult', 'expanded', 'product', 'parsed', 'result', 'hash', 'code', 'get', 'product', 'id', 'get', 'sscc', 'get', 'lot', 'number', 'get', 'production', 'date', 'get', 'packaging', 'date', 'get', 'best', 'date', 'get', 'expiration', 'date', 'get', 'weight', 'get', 'weight', 'type', 'get', 'weight', 'increment', 'get', 'price', 'get', 'price', 'increment', 'get', 'price', 'currency', 'get', 'uncommon', 'get', 'display', 'result']","['author', 'antonio', 'manuel', 'benjumea', 'conde', 'servinform', 'author', 'agustã', '\xad', 'delgado', 'servinform', 'ais', 'exist', 'object']","['kilogram', 'pound', 'productid', 'sscc', 'lotnumber', 'productiondate', 'packagingdate', 'bestbeforedate', 'expirationdate', 'weight', 'weighttype', 'weightincrement', 'price', 'priceincrement', 'pricecurrency', 'uncommonais', 'product', 'id', 'lot', 'number', 'production', 'date', 'packaging', 'date', 'best', 'date', 'expiration', 'date', 'weight', 'type', 'weight', 'increment', 'price', 'increment', 'price', 'currency', 'uncommon']"
"['expandedproductresultparser', 'expanded', 'product', 'result', 'parser']","['expandedproductresultparser', 'expanded', 'product', 'result', 'parser']","['expandedproductresultparser', 'parse', 'findaivalue', 'findvalue', 'expanded', 'product', 'result', 'parser', 'find', 'ivalue', 'find', 'value']","['parses', 'strings', 'digits', 'represent', 'rss', 'extended', 'code', 'author', 'antonio', 'manuel', 'benjumea', 'conde', 'servinform', 'author', 'agustã', '\xad', 'delgado', 'servinform', 'treat', 'rss', 'expanded', 'sense', 'product', 'barcodes', 'complementary', 'data', 'extendedproductparsedresult', 'created', 'rss', 'expanded', 'barcode', 'really', 'neither', 'happen', 'extendedproductparsedresult', 'created', 'input', 'text', 'error', 'code', 'match', 'rss', 'expanded', 'pattern', 'extendedproductparsedresult', 'created', 'match', 'rss', 'expanded', 'pattern', 'value', 'must', 'symbols', 'currency', 'least', 'price', 'extendedproductparsedresult', 'created', 'match', 'rss', 'expanded', 'pattern', 'match', 'common', 'ais', 'first', 'character', 'must', 'open', 'parenthesis', 'error', 'look', 'ai', 'exist', 'error', 'coninue', 'iteration', 'extended', 'product', 'parsed', 'result', 'extended', 'product', 'parsed', 'result', 'extended', 'product', 'parsed', 'result', 'extended', 'product', 'parsed', 'result']",[]
"['geoparsedresult', 'geo', 'parsed', 'result']","['geoparsedresult', 'geo', 'parsed', 'result']","['getgeouri', 'getlatitude', 'getlongitude', 'getaltitude', 'getquery', 'getdisplayresult', 'get', 'geo', 'uri', 'get', 'latitude', 'get', 'longitude', 'get', 'altitude', 'get', 'query', 'get', 'display', 'result']","['author', 'sean', 'owen', 'latitude', 'degrees', 'longitude', 'degrees', 'altitude', 'meters', 'specified', 'geo', 'uri', 'returns', 'query', 'string', 'associated', 'geo', 'uri', 'none', 'exists', 'uri', 'link', 'google', 'maps', 'display', 'point', 'earth', 'described', 'instance', 'sets', 'zoom', 'level', 'way', 'roughly', 'reflects', 'altitude', 'specified', 'string', 'getgooglemapsuri', 'stringbuffer', 'result', 'stringbuffer', 'result', 'append', 'http', 'maps', 'google', 'com', 'result', 'append', 'latitude', 'result', 'append', 'result', 'append', 'longitude', 'altitude', 'map', 'altitude', 'zoom', 'level', 'cleverly', 'roughly', 'zoom', 'level', 'like', 'view', 'ft', 'like', 'ft', 'like', 'ft', 'altitudeinfeet', 'altitude', 'altitudeinkfeet', 'altitudeinfeet', 'math', 'log', 'available', 'compute', 'log', 'base', 'old', 'fashioned', 'way', 'logbasetwo', 'take', 'value', 'actually', 'logbasetwo', 'altitudeinkfeet', 'logbasetwo', 'altitudeinkfeet', 'logbasetwo', 'zoom', 'logbasetwo', 'result', 'append', 'result', 'append', 'zoom', 'result', 'tostring', 'get', 'google', 'maps', 'uri', 'string', 'buffer', 'string', 'buffer', 'altitude', 'feet', 'altitude', 'feet', 'altitude', 'feet', 'log', 'base', 'two', 'log', 'base', 'two', 'altitude', 'feet', 'log', 'base', 'two', 'altitude', 'feet', 'log', 'base', 'two', 'log', 'base', 'two', 'string']","['latitude', 'longitude', 'altitude', 'query']"
"['georesultparser', 'geo', 'result', 'parser']","['georesultparser', 'geo', 'result', 'parser']","['georesultparser', 'parse', 'geo', 'result', 'parser']","['parses', 'geo', 'uri', 'result', 'specifies', 'location', 'surface', 'earth', 'well', 'optional', 'altitude', 'surface', 'see', 'href', 'http', 'tools', 'ietf', 'org', 'html', 'draft', 'mayrhofer', 'geo', 'uri', 'http', 'tools', 'ietf', 'org', 'html', 'draft', 'mayrhofer', 'geo', 'uri', 'author', 'sean', 'owen', 'drop', 'geo', 'query', 'portion']",[]
"['isbnparsedresult', 'isbn', 'parsed', 'result']","['isbnparsedresult', 'isbn', 'parsed', 'result']","['getisbn', 'getdisplayresult', 'get', 'isbn', 'get', 'display', 'result']","['author', 'jbreiden', 'google', 'com', 'jeff', 'breidenbach']",['isbn']
"['isbnresultparser', 'isbn', 'result', 'parser']","['isbnresultparser', 'isbn', 'result', 'parser']","['isbnresultparser', 'parse', 'isbn', 'result', 'parser']","['parses', 'strings', 'digits', 'represent', 'isbn', 'author', 'jbreiden', 'google', 'com', 'jeff', 'breidenbach', 'isbn', 'dummies', 'http', 'www', 'bisg', 'org', 'isbn', 'dummies', 'html']",[]
"['parsedresult', 'parsed', 'result']","['parsedresult', 'parsed', 'result']","['parsedresult', 'gettype', 'getdisplayresult', 'tostring', 'maybeappend', 'maybeappend', 'parsed', 'result', 'get', 'type', 'get', 'display', 'result', 'string', 'maybe', 'append', 'maybe', 'append']","['representing', 'result', 'decoding', 'barcode', 'string', 'type', 'structured', 'data', 'might', 'subclass', 'represents', 'url', 'mail', 'address', 'link', 'resultparser', 'parseresult', 'result', 'turn', 'raw', 'decoded', 'string', 'appropriate', 'type', 'structured', 'representation', 'thanks', 'jeff', 'griffin', 'proposing', 'rewrite', 'classes', 'relies', 'less', 'exception', 'based', 'mechanisms', 'parsing', 'author', 'sean', 'owen', 'add', 'newline', 'first', 'value', 'result', 'parser', 'parse', 'result']",['type']
"['parsedresulttype', 'parsed', 'result', 'type']","['parsedresulttype', 'parsed', 'result', 'type']","['parsedresulttype', 'tostring', 'parsed', 'result', 'type', 'string']","['represents', 'type', 'data', 'encoded', 'barcode', 'plain', 'text', 'uri', 'mail', 'address', 'etc', 'author', 'sean', 'owen', 'optional', 'types']","['addressbook', 'product', 'uri', 'text', 'geo', 'tel', 'sms', 'calendar', 'wifi', 'isbn', 'name', 'email', 'address', 'android', 'intent', 'ndef', 'smart', 'poster', 'mobiletag', 'rich', 'web']"
"['productparsedresult', 'product', 'parsed', 'result']","['productparsedresult', 'product', 'parsed', 'result']","['getproductid', 'getnormalizedproductid', 'getdisplayresult', 'get', 'product', 'id', 'get', 'normalized', 'product', 'id', 'get', 'display', 'result']","['author', 'dswitkin', 'google', 'com', 'daniel', 'switkin']","['productid', 'normalizedproductid', 'product', 'id', 'normalized', 'product', 'id']"
"['productresultparser', 'product', 'result', 'parser']","['productresultparser', 'product', 'result', 'parser']","['productresultparser', 'parse', 'product', 'result', 'parser']","['parses', 'strings', 'digits', 'represent', 'upc', 'code', 'author', 'dswitkin', 'google', 'com', 'daniel', 'switkin', 'treat', 'upc', 'ean', 'variants', 'upcs', 'sense', 'product', 'barcodes', 'really', 'neither', 'happen', 'actually', 'checking', 'checksum', 'expand', 'upc', 'purposes', 'searching', 'cs']",[]
"['resultparser', 'result', 'parser']","['resultparser', 'result', 'parser']","['parseresult', 'maybeappend', 'maybeappend', 'maybewrap', 'unescapebackslash', 'urldecode', 'findfirstescape', 'parsehexdigit', 'isstringofdigits', 'issubstringofdigits', 'parsenamevaluepairs', 'appendkeyvalue', 'matchprefixedfield', 'matchsingleprefixedfield', 'tostringarray', 'parse', 'result', 'maybe', 'append', 'maybe', 'append', 'maybe', 'wrap', 'unescape', 'backslash', 'url', 'decode', 'find', 'first', 'escape', 'parse', 'hex', 'digit', 'string', 'digits', 'substring', 'digits', 'parse', 'name', 'value', 'pairs', 'append', 'key', 'value', 'match', 'prefixed', 'field', 'match', 'single', 'prefixed', 'field', 'string', 'array']","['representing', 'result', 'decoding', 'barcode', 'string', 'type', 'structured', 'data', 'might', 'subclass', 'represents', 'url', 'mail', 'address', 'link', 'parseresult', 'com', 'google', 'zxing', 'result', 'turn', 'raw', 'decoded', 'string', 'appropriate', 'type', 'structured', 'representation', 'thanks', 'jeff', 'griffin', 'proposing', 'rewrite', 'classes', 'relies', 'less', 'exception', 'based', 'mechanisms', 'parsing', 'author', 'sean', 'owen', 'bit', 'messy', 'given', 'limited', 'options', 'midp', 'cldc', 'may', 'well', 'simplest', 'way', 'go', 'example', 'reflection', 'available', 'really', 'order', 'important', 'depend', 'isbn', 'parsing', 'coming', 'upc', 'subset', 'use', 'java', 'net', 'urldecoder', 'javame', 'length', 'less', 'original', 'due', 'least', 'unescaping', 'append', 'everything', 'first', 'escape', 'character', 'translated', 'directly', 'space', 'even', 'two', 'chars', 'copy', 'escaped', 'sequence', 'done', 'append', 'move', 'bad', 'digit', 'move', 'key', 'value', 'put', 'key', 'hashtable', 'skip', 'past', 'prefix', 'found', 'start', 'found', 'start', 'match', 'terminating', 'end', 'character', 'uh', 'done', 'set', 'loop', 'terminates', 'semicolon', 'escaped', 'found', 'match', 'lazy', 'init', 'parse', 'result', 'url', 'decoder', 'java']",[]
"['smsmmsresultparser', 'smsmms', 'result', 'parser']","['smsmmsresultparser', 'smsmms', 'result', 'parser']","['smsmmsresultparser', 'parse', 'addnumbervia', 'smsmms', 'result', 'parser', 'add', 'number', 'via']","['parses', 'sms', 'uri', 'result', 'specifies', 'number', 'sms', 'see', 'href', 'http', 'tools', 'ietf', 'org', 'html', 'rfc', 'rfc', 'supports', 'via', 'syntax', 'numbers', 'part', 'spec', 'example', 'via', 'may', 'appear', 'number', 'also', 'supports', 'subject', 'query', 'parameter', 'mentioned', 'spec', 'included', 'since', 'mentioned', 'earlier', 'ietf', 'drafts', 'might', 'used', 'actually', 'also', 'parses', 'uris', 'starting', 'mms', 'treats', 'way', 'effectively', 'converts', 'sms', 'uri', 'purposes', 'forwarding', 'platform', 'author', 'sean', 'owen', 'check', 'front', 'uri', 'syntax', 'string', 'query', 'arguments', 'drop', 'sms', 'query', 'portion', 'query', 'syntax', 'question', 'mark', 'part', 'subject', 'message', 'ur']",[]
"['smsparsedresult', 'sms', 'parsed', 'result']","['smsparsedresult', 'sms', 'parsed', 'result']","['smsparsedresult', 'smsparsedresult', 'getsmsuri', 'getnumbers', 'getvias', 'getsubject', 'getbody', 'getdisplayresult', 'sms', 'parsed', 'result', 'sms', 'parsed', 'result', 'get', 'smsuri', 'get', 'numbers', 'get', 'vias', 'get', 'subject', 'get', 'body', 'get', 'display', 'result']","['author', 'sean', 'owen']","['numbers', 'vias', 'subject', 'body']"
"['smstommstoresultparser', 'smstommsto', 'result', 'parser']","['smstommstoresultparser', 'smstommsto', 'result', 'parser']","['smstommstoresultparser', 'parse', 'smstommsto', 'result', 'parser']","['parses', 'smsto', 'uri', 'result', 'whose', 'format', 'standardized', 'appears', 'like', 'code', 'smsto', 'number', 'body', 'code', 'actually', 'also', 'parses', 'uris', 'starting', 'smsto', 'mmsto', 'smsto', 'mmsto', 'treats', 'way', 'effectively', 'converts', 'sms', 'uri', 'purposes', 'forwarding', 'platform', 'author', 'sean', 'owen', 'thanks', 'dominik', 'wild', 'suggesting', 'enhancement', 'support', 'smsto', 'number', 'body', 'uris', 'ur', 'ur']",[]
"['telparsedresult', 'tel', 'parsed', 'result']","['telparsedresult', 'tel', 'parsed', 'result']","['telparsedresult', 'getnumber', 'getteluri', 'gettitle', 'getdisplayresult', 'tel', 'parsed', 'result', 'get', 'number', 'get', 'tel', 'uri', 'get', 'title', 'get', 'display', 'result']","['author', 'sean', 'owen']","['number', 'teluri', 'title', 'tel', 'uri']"
"['telresultparser', 'tel', 'result', 'parser']","['telresultparser', 'tel', 'result', 'parser']","['telresultparser', 'parse', 'tel', 'result', 'parser']","['parses', 'tel', 'uri', 'result', 'specifies', 'phone', 'number', 'author', 'sean', 'owen', 'normalize', 'tel', 'tel', 'drop', 'tel', 'query', 'portion']",[]
"['textparsedresult', 'text', 'parsed', 'result']","['textparsedresult', 'text', 'parsed', 'result']","['textparsedresult', 'gettext', 'getlanguage', 'getdisplayresult', 'text', 'parsed', 'result', 'get', 'text', 'get', 'language', 'get', 'display', 'result']","['simple', 'result', 'type', 'encapsulating', 'string', 'interpretation', 'author', 'sean', 'owen']","['text', 'language']"
"['uriparsedresult', 'uri', 'parsed', 'result']","['uriparsedresult', 'uri', 'parsed', 'result']","['uriparsedresult', 'geturi', 'gettitle', 'ispossiblymaliciousuri', 'containsuser', 'getdisplayresult', 'massageuri', 'iscolonfollowedbyportnumber', 'uri', 'parsed', 'result', 'get', 'uri', 'get', 'title', 'possibly', 'malicious', 'uri', 'contains', 'user', 'get', 'display', 'result', 'massage', 'uri', 'colon', 'followed', 'port', 'number']","['author', 'sean', 'owen', 'uri', 'contains', 'suspicious', 'patterns', 'may', 'suggest', 'intends', 'mislead', 'user', 'nature', 'moment', 'looks', 'presence', 'user', 'password', 'syntax', 'host', 'authority', 'portion', 'uri', 'may', 'used', 'attempts', 'make', 'uri', 'host', 'appear', 'example', 'http', 'yourbank', 'com', 'phisher', 'com', 'uri', 'connects', 'phisher', 'com', 'may', 'appear', 'connect', 'yourbank', 'com', 'first', 'glance', 'method', 'likely', 'rfc', 'compliant', 'yet', 'always', 'scheme', 'point', 'skip', 'slashes', 'preceding', 'host', 'transforms', 'string', 'represents', 'uri', 'something', 'proper', 'adding', 'canonicalizing', 'protocol', 'protocol', 'assume', 'http', 'found', 'colon', 'looks', 'like', 'host', 'protocol', 'still', 'missing', 'lowercase', 'protocol', 'avoid', 'problems']","['uri', 'title']"
"['uriresultparser', 'uri', 'result', 'parser']","['uriresultparser', 'uri', 'result', 'parser']","['uriresultparser', 'parse', 'isbasicallyvaliduri', 'uri', 'result', 'parser', 'basically', 'valid', 'uri']","['tries', 'parse', 'results', 'uri', 'kind', 'author', 'sean', 'owen', 'specifically', 'handle', 'odd', 'url', 'scheme', 'simplicity', 'determines', 'whether', 'string', 'obviously', 'uri', 'crude', 'checks', 'intend', 'strictly', 'check', 'uris', 'function', 'represent', 'barcode', 'need', 'know', 'string', 'obviously', 'uri', 'look', 'period', 'domain', 'followed', 'least', 'two', 'tld', 'forget', 'strings', 'valid', 'looking', 'protocol', 'colon', 'ends', 'protocol', 'colon', 'starts', 'port', 'crudely', 'look', 'least', 'two', 'numbers', 'ur']",[]
"['urltoresultparser', 'urlto', 'result', 'parser']","['urltoresultparser', 'urlto', 'result', 'parser']","['urltoresultparser', 'parse', 'urlto', 'result', 'parser']","['parses', 'urlto', 'result', 'format', 'form', 'urlto', 'title', 'url', 'seems', 'used', 'sometimes', 'able', 'find', 'documentation', 'origin', 'official', 'format', 'author', 'sean', 'owen']",[]
"['vcardresultparser', 'card', 'result', 'parser']","['vcardresultparser', 'card', 'result', 'parser']","['vcardresultparser', 'parse', 'matchvcardprefixedfield', 'stripcontinuationcrlf', 'decodequotedprintable', 'tohexvalue', 'maybeappendfragment', 'matchsinglevcardprefixedfield', 'islikevcarddate', 'formataddress', 'formatnames', 'maybeappendcomponent', 'card', 'result', 'parser', 'match', 'card', 'prefixed', 'field', 'strip', 'continuation', 'crlf', 'decode', 'quoted', 'printable', 'hex', 'value', 'maybe', 'append', 'fragment', 'match', 'single', 'card', 'prefixed', 'field', 'like', 'card', 'date', 'format', 'address', 'format', 'names', 'maybe', 'append', 'component']","['parses', 'contact', 'information', 'formatted', 'according', 'vcard', 'format', 'complete', 'implementation', 'parse', 'information', 'commonly', 'encoded', 'barcodes', 'author', 'sean', 'owen', 'although', 'insist', 'raw', 'text', 'ending', 'end', 'vcard', 'reason', 'everything', 'parsed', 'omitted', 'fact', 'eclair', 'parse', 'contacts', 'without', 'leniency', 'display', 'names', 'found', 'look', 'regular', 'name', 'fields', 'format', 'start', 'token', 'matched', 'middle', 'something', 'skip', 'past', 'prefix', 'found', 'start', 'skip', 'colon', 'something', 'tag', 'colon', 'skip', 'colon', 'found', 'start', 'match', 'really', 'end', 'r', 'followed', 'tab', 'space', 'continuation', 'skip', 'continutation', 'whitespace', 'preceded', 'quoted', 'printable', 'continuation', 'skip', 'terminating', 'end', 'character', 'uh', 'done', 'set', 'loop', 'terminates', 'found', 'match', 'lazy', 'init', 'back', 'r', 'really', 'ignore', 'continuation', 'symbol', 'assume', 'incorrectly', 'encoded', 'yikes', 'well', 'anyway', 'really', 'sure', 'matches', 'practice', 'mach', 'yyyymmdd', 'yyyy', 'mm', 'dd', 'formats', 'name', 'fields', 'form', 'john', 'reverend', 'iii', 'form', 'like', 'reverend', 'john', 'iii', 'param', 'names', 'name', 'values', 'format', 'place', 'card']",[]
